[2017-09-22 22:18:03,717]   INFO - tbrains.buildServer.ACTIVITIES - Server Started 
[2017-09-22 22:18:05,912]   INFO - s.buildServer.ACTIVITIES.AUDIT - agent_authorize: Agent ""Default Agent" {id=1}" was authorized with comment "Locally installed agent is authorized by default" 
[2017-09-22 22:19:27,099]   INFO - tbrains.buildServer.ACTIVITIES - New user created: 'nsharma' {id=1} 
[2017-09-22 22:30:30,652]   INFO - s.buildServer.ACTIVITIES.AUDIT - project_create: Project "Nqs {internalId=project1, externalId=Nqs}" was created by "'nsharma' (Navnidhi Sharma) {id=1}" 
[2017-09-22 22:30:30,668]   INFO - s.buildServer.ACTIVITIES.AUDIT - vcs_root_create: VCS root ""https://nqscode@bitbucket.org/nqscode/nqs.git#refs/heads/master" {internal id=1, id=Nqs_HttpsNqscodeBitbucketOrgNqscodeNqsGitRefsHeadsMaster, description: "https://nqscode@bitbucket.org/nqscode/nqs.git#refs/heads/master"}" was created by "'nsharma' (Navnidhi Sharma) {id=1}" with comment "In project: Nqs" 
[2017-09-22 22:30:30,800]   INFO - s.buildServer.ACTIVITIES.AUDIT - build_type_create: "Nqs :: Build {id=Nqs_Build, internal id=bt1}" was created by "'nsharma' (Navnidhi Sharma) {id=1}" 
[2017-09-22 22:37:26,742]   INFO - s.buildServer.ACTIVITIES.AUDIT - project_remove: Project "Nqs" was removed by "'nsharma' (Navnidhi Sharma) {id=1}" 
[2017-09-22 23:26:22,940]   INFO - s.buildServer.ACTIVITIES.AUDIT - project_create: Project "Newgithubrepo {internalId=project2, externalId=Newgithubrepo}" was created by "'nsharma' (Navnidhi Sharma) {id=1}" 
[2017-09-22 23:26:22,943]   INFO - s.buildServer.ACTIVITIES.AUDIT - vcs_root_create: VCS root ""https://github.com/navnidhigmail/newgithubrepo.git#refs/heads/master" {internal id=2, id=Newgithubrepo_HttpsGithubComNavnidhigmailNewgithubrepoGitRefsHeadsMaster, description: "https://github.com/navnidhigmail/newgithubrepo.git#refs/heads/master"}" was created by "'nsharma' (Navnidhi Sharma) {id=1}" with comment "In project: Newgithubrepo" 
[2017-09-22 23:26:22,946]   INFO - s.buildServer.ACTIVITIES.AUDIT - build_type_create: "Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2}" was created by "'nsharma' (Navnidhi Sharma) {id=1}" 
[2017-09-22 23:26:37,776]   INFO - s.buildServer.ACTIVITIES.AUDIT - build_type_edit_settings: "Newgithubrepo :: Build {id=Newgithubrepo_Build, internal id=bt2}" build configuration settings were edited ("version before: 1, version after: 2") by "'nsharma' (Navnidhi Sharma) {id=1}" with comment "1 build step(s) were added to 'Build' build configuration" 
